"doctorid","mainspecialty","age"
"E1E32E235EEE1F970470A3A6658DFDD5","surgery ","48"
"EBA0DC302BCD9A273F8BBB72BE3A687B","Surgery","48"
"218A0AEFD1D1A4BE65601CC6DDC1520E","Internal Medicine","70"
"7D04BBBE5494AE9D2F5A76AA1C00FA2F","Family Medicine","50"
"A516A87CFCAEF229B342C437FE2B95F7","",""
"C3C59E5F8B3E9753913F4D435B53C308","",""
"854D9FCA60B4BD07F9BB215D59EF5561","General Adult Psychiatry","58"
"C410003EF13D451727AEFF9082C29A5C","Pediatrics","54"
"559CB990C9DFFD8675F6BC2186971DC2","",""
"55A7CF9C71F1C9C495413F934DD1A158","General surgery","40"
"2F55707D4193DC27118A0F19A1985716","General Physician","61"
"1BE3BC32E6564055D5CA3E5A354ACBEF","Orthopedics","47"
"35051070E572E47D2C26C241AB88307F","General Practice","58"
"B534BA68236BA543AE44B22BD110A1D6","Orthopedics","69"
"7380AD8A673226AE47FCE7BFF88E9C33","",""
"05F971B5EC196B8C65B75D2EF8267331","Child and Adult Diseases","42"
"3CF166C6B73F030B4F67EEAEBA301103","",""
"CEE631121C2EC9232F3A2F028AD5C89B","IM","37"
"5B69B9CB83065D403869739AE7F0995E","Obstetrics and Gynecology","43"
"B5B41FAC0361D157D9673ECB926AF5AE","",""
"285E19F20BEDED7D215102B49D5C09A0","Surgery","43"
"B337E84DE8752B27EDA3A12363109E80","",""
"E8C0653FEA13F91BF3C48159F7C24F78","Family medicine","58"
"FF4D5FBBAFDF976CFDC032E3BDE78DE5","OBSTETRICS AND GYNECOLOGY","65"
"2D6CC4B2D139A53512FB8CBB3086AE2E","Surgery","37"
"389BC7BB1E1C2A5E7E147703232A88F6","Pediatrics","48"
"E2230B853516E7B05D79744FBD4C9C13","Orthopedic Surgery + Traumatology","39"
"087408522C31EEB1F982BC0EAF81D35F","General Opthalmology","66"
"A760880003E7DDEDFEF56ACB3B09697F","Orthodontics ","54"
"10A7CDD970FE135CF4F7BB55C0E3B59F","Pediatrics","38"
"3DC4876F3F08201C7C76CB71FA1DA439","Family Medicine","50"
"59B90E1005A220E2EBC542EB9D950B1E","General Surgery","46"
"2B8A61594B1F4C4DB0902A8A395CED93","Pediatrics","62"
"F3F27A324736617F20ABBF2FFD806F6D","Occupational Medicine","44"
"38913E1D6A7B94CB0F55994F679F5956","",""
"EBD9629FC3AE5E9F6611E2EE05A31CEF","Family Medicine and School Health","66"
"63538FE6EF330C13A05A3ED7E599D5F7","General Cancer and Laparoscopic Surgery","47"
"CF67355A3333E6E143439161ADC2D82E","Family Medicine","67"
"07563A3FE3BBE7E3BA84431AD9D055AF","Pediatrics","45"
"53FDE96FCC4B4CE72D7739202324CD49","Ear, Nose, Throat - Head & Neck Surgery","55"
"2BB232C0B13C774965EF8558F0FBD615","Opthalmology","41"
"BA2FD310DCAA8781A9A652A31BAF3C68","Internal medicine","48"
"69421F032498C97020180038FDDB8E24","",""
"85422AFB467E9456013A2A51D4DFF702","GP","56"
"13F320E7B5EAD1024AC95C3B208610DB","",""
"F4BE00279EE2E0A53EAFDAA94A151E2C","Orthopaedics","61"
"37F0E884FBAD9667E38940169D0A3C95","Obstetrician - Gynecologist","50"
"D64A340BCB633F536D56E51874281454","Allergy","49"
"0FCBC61ACD0479DC77E3CCCC0F5FFCA7","General Surgery","35"
"298F95E1BF9136124592C8D4825A06FC","internal medicine","50"
"DF877F3865752637DAA540EA9CBC474F","",""
"C399862D3B9D6B76C8436E924A68C45B","General Dentistry","36"
"33E8075E9970DE0CFEA955AFD4644BB2","Pediatrics","47"
"65658FDE58AB3C2B6E5132A39FAE7CB9","Family Medicine/ Ambulatory Diabetes Care","51"
"5EA1649A31336092C05438DF996A3E59","General Practice","42"
"7BCDF75AD237B8E02E301F4091FB6BC8","TMJ Specialist , Orthodontist","52"
"5737034557EF5B8C02C0E46513B98F90","",""
"9B72E31DAC81715466CD580A448CF823","Anesthesiology","67"
"16C222AA19898E5058938167C8AB6C57","Family Medicine","49"
"7DCD340D84F762EBA80AA538B0C527F7","Otorhinolaryngology - Head & Neck Surgery","52"
"81448138F5F163CCDBA4ACC69819F280","Pediatrics","40"
"97E8527FEAF77A97FC38F34216141515","",""
"647BBA344396E7C8170902BCF2E15551","Othodontics","51"
"ED265BC903A5A097F61D3EC064D96D2E","Pain Medicine","53"
"C75B6F114C23A4D7EA11331E7C00E73C","Orthopedics","39"
"8D34201A5B85900908DB6CAE92723617","Urology","52"
"CCB1D45FB76F7C5A0BF619F979C6CF36","Surgery","71"
"01F78BE6F7CAD02658508FE4616098A9","Internal medicine","40"
"7F24D240521D99071C93AF3917215EF7","",""
"94C7BB58EFC3B337800875B5D382A072","Internal Medicine","40"
"F387624DF552CEA2F369918C5E1E12BC","General Dentistry, Orthodontics, Implants","44"
"5E388103A391DAABE3DE1D76A6739CCD","Psychiatry","39"
"15DE21C670AE7C3F6F3F1F37029303C9","Anesthesiology","61"
"11B921EF080F7736089C757404650E40","Pediatrics","43"
"6E2713A6EFEE97BACB63E52C54F0ADA0","General Surgery","40"
"1BB91F73E9D31EA2830A5E73CE3ED328","Obstetrics and Gynecology","1048"
"3A0772443A0739141292A5429B952FE6","",""
"A9A6653E48976138166DE32772B1BF40","Internal Medicine","47"
"58AE749F25EDED36F486BC85FEB3F0AB","Internal Medicine","48"
"4E4B5FBBBB602B6D35BEA8460AA8F8E5","",""
"8EEFCFDF5990E441F0FB6F3FAD709E21","",""
"1728EFBDA81692282BA642AAFD57BE3A","Ophthalmology","44"
"CBCB58AC2E496207586DF2854B17995F","Pediatrics","44"
"DB85E2590B6109813DAFA101CEB2FAEB","Internal Medicine, Concierge Medicine","48"
"99C5E07B4D5DE9D18C350CDF64C5AA3D","Orthopedic Surgery","67"
"DD458505749B2941217DDD59394240E8","General Surgery","43"
"8B16EBC056E613024C057BE590B542EB","General and Cancer Sirgery","59"
"A86C450B76FB8C371AFEAD6410D55534","General Dentistry","46"
"C9892A989183DE32E976C6F04E700201","general practitioner","36"
"E6B4B2A746ED40E1AF829D1FA82DAA10","Obstetrics and Gynecology","46"
"E5F6AD6CE374177EEF023BF5D0C018B6","",""
"F0E52B27A7A5D6A1A87373DFFA53DBE5","Urology","46"
"FFEABD223DE0D4EACB9A3E6E53E5448D","",""
"A7AEED74714116F3B292A982238F83D2","Internal Medicine","43"
"FDE9264CF376FFFE2EE4DDF4A988880D","Anesthesiology","39"
"A8849B052492B5106526B2331E526138","orthopaedic surgery","46"
"258BE18E31C8188555C2FF05B4D542C3","Pediatrics","42"
"069D3BB002ACD8D7DD095917F9EFE4CB","",""
"C6E19E830859F2CB9F7C8F8CACB8D2A6","OB-GYNE, publoic Health","66"
"46922A0880A8F11F8F69CBB52B1396BE","General Medicine-EMS","49"
"9AD6AAED513B73148B7D49F70AFCFB32","General Orthopaedics and Trauma Surgery, Arthroscopic Shoulder Surgery and Arthroplasty","42"
"F5DEAEEAE1538FB6C45901D524EE2F98","Internal Medicine","42"
"A9A1D5317A33AE8CEF33961C34144F84","",""
"605FF764C617D3CD28DBBDD72BE8F9A2","General Practice","44"
"766EBCD59621E305170616BA3D3DAC32","Orthopaedics","65"
"DACA41214B39C5DC66674D09081940F0","",""
"30BB3825E8F631CC6075C0F87BB4978C","General","40"
"08B255A5D42B89B0585260B6F2360BDD","Obstetrics & Gynecology","47"
"3493894FA4EA036CFC6433C3E2EE63B0","Internal Medicine","59"
"DBE272BAB69F8E13F14B405E038DEB64","Inte","44"
"ACC3E0404646C57502B480DC052C4FE1","","45"
"076A0C97D09CF1A0EC3E19C7F2529F2B","Family Medicine","46"
"04ECB1FA28506CCB6F72B12C0245DDBC","Physical Medicine & Rehabilitation","45"
"B2EEB7362EF83DEFF5C7813A67E14F0A","Family medicine","66"
"08C5433A60135C32E34F46A71175850C","",""
"6ACA97005C68F1206823815F66102863","Internal Medicine","40"
"3435C378BB76D4357324DD7E69F3CD18","GENERAL SURGERY","46"
"D490D7B4576290FA60EB31B5FC917AD1","Obstetrics and Gynecology","43"
"B2F627FFF19FDA463CB386442EAC2B3D","Family Medicine","47"
"C3992E9A68C5AE12BD18488BC579B30D","",""
"D86EA612DEC96096C5E0FCC8DD42AB6D","Obstetrician gynecology","48"
"9CF81D8026A9018052C429CC4E56739B","OBSTETRICS & GYNECOLOGY","58"
"C361BC7B2C033A83D663B8D9FB4BE56E","Interventional radiology","47"
"44C4C17332CACE2124A1A836D9FC4B6F","Radiation Oncologist","56"
"DC82D632C9FCECB0778AFBC7924494A6","Dermatology","45"
"996A7FA078CC36C46D02F9AF3BEF918B","Family Medicine","57"
"D7A728A67D909E714C0774E22CB806F2","Dermatology","46"
"00AC8ED3B4327BDD4EBBEBCB2BA10A00","General Medicine","51"
"8EBDA540CBCC4D7336496819A46A1B68","Child and Adult Medicine","36"
"F76A89F0CB91BC419542CE9FA43902DC","Dermatologist | Dermatology | Adult & Pediatric Conditions of the Skin","42"
"F29C21D4897F78948B91F03172341B7B","",""
"851DDF5058CF22DF63D3344AD89919CF","Ophthalmology","46"
"58D4D1E7B1E97B258C9ED0B37E02D087","",""
"7750CA3559E5B8E1F44210283368FC16","Pediatrics","51"
"5D44EE6F2C3F71B73125876103C8F6C4","internal medicine","42"
"EB6FDC36B281B7D5EABF33396C2683A2","Internal Medicine","45"
"CDC0D6E63AA8E41C89689F54970BB35F","Pediatrics","45"
"B73DFE25B4B8714C029B37A6AD3006FA","Internal Medicine","37"
"85FC37B18C57097425B52FC7AFBB6969","internal Medicine","56"
"3871BD64012152BFB53FDF04B401193F","","51"
"A733FA9B25F33689E2ADBE72199F0E62","Internal Medicine ","39"
"48AB2F9B45957AB574CF005EB8A76760","family medicine","37"
"233509073ED3432027D48B1A83F5FBD2","",""
"45645A27C4F1ADC8A7A835976064A86D","Adult Cardiology","43"
"185C29DC24325934EE377CFDA20E414C","Pediatrics","38"
"42E77B63637AB381E8BE5F8318CC28A2","Dentistry","52"
"051E4E127B92F5D98D3C79B195F2B291","Internal Medicine","41"
"9CC138F8DC04CBF16240DAA92D8D50E2","General Surgery","53"
"B7BB35B9C6CA2AEE2DF08CF09D7016C2","Surgery","46"
"ABD815286BA1007ABFBB8415B83AE2CF","Dermatology","39"
"26DD0DBC6E3F4C8043749885523D6A25","",""
"6766AA2750C19AAD2FA1B32F36ED4AEE","Physical Rehabilitation","44"
"6A10BBD480E4C5573D8F3AF73AE0454B","Occupational medicine","45"
"C5AB0BC60AC7929182AADD08703F1EC6","DMD ","43"
"A532400ED62E772B9DC0B86F46E583FF","Aesthetic, Occupational Medicine","41"
"4C27CEA8526AF8CFEE3BE5E183AC9605","",""
"0F96613235062963CCDE717B18F97592","wqeqwe","35"
"4FFCE04D92A4D6CB21C1494CDFCD6DC1","General Medicine","46"
"67E103B0761E60683E83C559BE18D40C","",""
"291597A100AADD814D197AF4F4BAB3A7","internal medicine","36"
"9B698EB3105BD82528F23D0C92DEDFC0","",""
"8C7BBBBA95C1025975E548CEE86DFADC","Dermatology","45"
"5E9F92A01C986BAFCABBAFD145520B13","orthodontics","40"
"0FF39BBBF981AC0151D340C9AA40E63E","Obstetrics and Gynecology","47"
"303ED4C69846AB36C2904D3BA8573050","",""
"443CB001C138B2561A0D90720D6CE111","Internal Medicine","58"
"55B37C5C270E5D84C793E486D798C01D","Obstetrics and Gynecology","47"
"884D247C6F65A96A7DA4D1105D584DDD","Obstetrics and Gynecology","54"
"55743CC0393B1CB4B8B37D09AE48D097","",""
"30EF30B64204A3088A26BC2E6ECF7602","",""
"EAAE339C4D89FC102EDD9DBDB6A28915","General Surgery","51"
"AB233B682EC355648E7891E66C54191B","",""
"3D2D8CCB37DF977CB6D9DA15B76C3F3A","Surgery","45"
"26408FFA703A72E8AC0117E74AD46F33","",""
"B4288D9C0EC0A1841B3B3728321E7088","dentistry","65"
"2F37D10131F2A483A8DD005B3D14B0D9","orthopedics","41"
"0FF8033CF9437C213EE13937B1C4C455","",""
"68264BDB65B97EEAE6788AA3348E553C","Obstetrics and Gynecology","51"
"3A066BDA8C96B9478BB0512F0A43028C","Optometry","32"
"BE3159AD04564BFB90DB9E32851EBF9C","General Pediatrics","53"
"8757150DECBD89B0F5442CA3DB4D0E0E","Radiation Oncology","38"
"2291D2EC3B3048D1A6F86C2C4591B7E0","pediatrics","61"
"84117275BE999FF55A987B9381E01F96","Obstetrics and Gynecology","50"
"FAE0B27C451C728867A567E8C1BB4E53","",""
"B5DC4E5D9B495D0196F61D45B26EF33E","Ob-gyne","57"
"192FC044E74DFFEA144F9AC5DC9F3395","",""
"5C04925674920EB58467FB52CE4EF728","",""
"17C276C8E723EB46AEF576537E9D56D0","Internal Medicine","53"
"5DD9DB5E033DA9C6FB5BA83C7A7EBEA9","",""
"2DEA61EED4BCEEC564A00115C4D21334","Hematology - Internal Medicine","46"
"9F396FE44E7C05C16873B05EC425CBAD","esthetic ","63"
"0D7DE1ACA9299FE63F3E0041F02638A3","Pediatrics ","91"
"8FECB20817B3847419BB3DE39A609AFE","pediatrics","40"
"DC6A70712A252123C40D2ADBA6A11D84","General Pediatrics and Adolescent Medicine","75"
"71A3CB155F8DC89BF3D0365288219936","",""
"9FE8593A8A330607D76796B35C64C600","Obstetrics and Gynecology","43"
"CA9C267DAD0305D1A6308D2A0CF1C39C","Internal Medicine","44"
"FCCB3CDC9ACC14A6E70A12F74560C026","Pediatrics","55"
"1595AF6435015C77A7149E92A551338E","Otolaryngology, Head and Neck Surgery","48"
"08D98638C6FCD194A4B1E6992063E944","Oftalmo","51"
"24681928425F5A9133504DE568F5F6DF","Surgery","35"
"556F391937DFD4398CBAC35E050A2177","",""
"3328BDF9A4B9504B9398284244FE97C2","Medical Informatics","41"
"109A0CA3BC27F3E96597370D5C8CF03D","Internal Medicine","43"
"7F5D04D189DFB634E6A85BB9D9ADF21E","Internal Medicine","50"
"F79921BBAE40A577928B76D2FC3EDC2A","Dental Medicine","44"
"07A96B1F61097CCB54BE14D6A47439B0","Internal Medicine","41"
"C06D06DA9666A219DB15CF575AFF2824","",""
"10A5AB2DB37FEEDFDEAAB192EAD4AC0E","General Surgery","58"
"E555EBE0CE426F7F9B2BEF0706315E0C","","36"
"53E3A7161E428B65688F14B84D61C610","surgery","50"
"5487315B1286F907165907AA8FC96619","Internal Medicine","58"
"E4BB4C5173C2CE17FD8FCD40041C068F","Orthopedics","58"
"0CB929EAE7A499E50248A3A78F7ACFC7","",""
"8A0E1141FD37FA5B98D5BB769BA1A7CC","Emergency Medicine","38"
"99BCFCD754A98CE89CB86F73ACC04645","",""
"AFD4836712C5E77550897E25711E1D96","Internal Medicine","57"
"E5841DF2166DD424A57127423D276BBE","Dermatology","61"
"B4A528955B84F584974E92D025A75D1F","",""
"B1EEC33C726A60554BC78518D5F9B32C","General Surgery","36"
"D6C651DDCD97183B2E40BC464231C962","General Pediatrics","43"
"F64EAC11F2CD8F0EFA196F8AD173178E","Aesthetic Medicine","39"
"4A47D2983C8BD392B120B627E0E1CAB4","ob-Gyne","58"
"9C82C7143C102B71C593D98D96093FDE","",""
"500E75A036DC2D7D2FEC5DA1B71D36CC","Obstetrics","39"
"AE0EB3EED39D2BCEF4622B2499A05FE6","Family Medicine","54"
"1ECFB463472EC9115B10C292EF8BC986","obstetrics gynecology","58"
"E70611883D2760C8BBAFB4ACB29E3446","",""
"6081594975A764C8E3A691FA2B3A321D","Internal medicine","64"
"19BC916108FC6938F52CB96F7E087941","Pediatrics","46"
"07C5807D0D927DCD0980F86024E5208B","",""
"D14220EE66AEEC73C49038385428EC4C","Fellow Philippine Academy of Family Physician","38"
"8DF707A948FAC1B4A0F97AA554886EC8","Internal Medicine","39"
"E7F8A7FB0B77BCB3B283AF5BE021448F","orthodontics","47"
"788D986905533ABA051261497ECFFCBB","Critical Care","42"
"50C3D7614917B24303EE6A220679DAB3","dentistry","50"
"2AFE4567E1BF64D32A5527244D104CEA","Surgery","33"
"5F2C22CB4A5380AF7CA75622A6426917","pediatrics","30"
"ABA3B6FD5D186D28E06FF97135CADE7F","Internal Medicine","39"
"C8ED21DB4F678F3B13B9D5EE16489088","General Surgery","37"
"08419BE897405321542838D77F855226","Cardiology","49"
"7F1171A78CE0780A2142A6EB7BC4F3C8","Occupational Medicine","44"
"82F2B308C3B01637C607CE05F52A2FED","Plastic Surgery","78"
"0D3180D672E08B4C5312DCDAFDF6EF36","Obstetrics and Gynecology","42"
"FB89705AE6D743BF1E848C206E16A1D7","",""
"D4C2E4A3297FE25A71D030B67EB83BFC","surgery","41"
"5751EC3E9A4FEAB575962E78E006250D","General Surgery","36"
"D5CFEAD94F5350C12C322B5B664544C1","Pediatrics","62"
"59C33016884A62116BE975A9BB8257E3","Urologic Surgery","67"
"BA3866600C3540F67C1E9575E213BE0A","Geriatrics","47"
"6C29793A140A811D0C45CE03C1C93A28","",""
"E995F98D56967D946471AF29D7BF99F1","Pediatric Medicine","59"
"6CD67D9B6F0150C77BDA2EDA01AE484C","",""
"6BC24FC1AB650B25B4114E93A98F1EBA","",""
"A5CDD4AA0048B187F7182F1B9CE7A6A7","General surgery","45"
"217EEDD1BA8C592DB97D0DBE54C7ADFC","",""
"DF263D996281D984952C07998DC54358","","59"
"EDFBE1AFCF9246BB0D40EB4D8027D90F","Orthopaedics","62"
"2E65F2F2FDAF6C699B223C61B1B5AB89","",""
"E94550C93CD70FE748E6982B3439AD3B","ENT-Head and Neck Surgery","48"
"5C572ECA050594C7BC3C36E7E8AB9550","General practitioner","41"
"0537FB40A68C18DA59A35C2BFE1CA554","Surgery","37"
"5F0F5E5F33945135B874349CFBED4FB9","",""
"185E65BC40581880C4F2C82958DE8CFE","Orthopaedic surgeon","69"
"8D317BDCF4AAFCFC22149D77BABEE96D","Urology","40"
"E49B8B4053DF9505E1F48C3A701C0682","Internal Medicine of Pokemons","44"
"B056EB1587586B71E2DA9ACFE4FBD19E","Exterior Medicine","30"
"B137FDD1F79D56C7EDF3365FEA7520F2","Dentistry","44"
"912D2B1C7B2826CAF99687388D2E8F7C","Obstetrics and Gynecology","65"
"A1D33D0DFEC820B41B54430B50E96B5C","internal medicine","32"
"6F2268BD1D3D3EBAABB04D6B5D099425","General Surgery","47"
"872488F88D1B2DB54D55BC8BBA2FAD1B","Anesthesiology","76"
"CCB0989662211F61EDAE2E26D58EA92F","OBSTETRICS & GYNECOLOGY","55"
"2823F4797102CE1A1AEC05359CC16DD9","",""
"470E7A4F017A5476AFB7EEB3F8B96F9B","Internal Medicine","45"
"BF62768CA46B6C3B5BEA9515D1A1FC45","Child Neurology and Epilepsy Specialist","51"
"FA14D4FE2F19414DE3EBD9F63D5C0169","Optometry","36"
"2CA65F58E35D9AD45BF7F3AE5CFD08F1","Obstetrics & Gynecology","54"
"88AE6372CFDC5DF69A976E893F4D554B","","36"
"06997F04A7DB92466A2BAA6EBC8B872D","Obstetrics and Gynecology","43"
"EEFC9E10EBDC4A2333B42B2DBB8F27B6","General Practice","49"
"5807A685D1A9AB3B599035BC566CE2B9","Ophthalmologist with Otorynlogist","40"
"D840CC5D906C3E9C84374C8919D2074E","Cardiovascular and Thoracic Surgery","61"
"959A557F5F6BEB411FD954F3F34B21C3","",""
"F2201F5191C4E92CC5AF043EEBFD0946","",""
"3A835D3215755C435EF4FE9965A3F2A0","",""
"288CC0FF022877BD3DF94BC9360B9C5D","Surgery","49"
"4EA06FBC83CDD0A06020C35D50E1E89A","Ophthalmology","37"
"B7EE6F5F9AA5CD17CA1AEA43CE848496","surgery","38"
"E57C6B956A6521B28495F2886CA0977A","Obstetrics and Gynecology","54"
"86B122D4358357D834A87CE618A55DE0","",""
"4E0928DE075538C593FBDABB0C5EF2C3","General Surgery","58"
"C0F168CE8900FA56E57789E2A2F2C9D0","pediatrics","66"
"8C6744C9D42EC2CB9E8885B54FF744D0","General Surgery","60"
"F1C1592588411002AF340CBAEDD6FC33","General Surgery and Surgical Oncology","45"
"E07413354875BE01A996DC560274708E","",""
"67D96D458ABDEF21792E6D8E590244E7","surgery","35"
"A8E864D04C95572D1AECE099AF852D0A","Internal Medicine","65"
"7143D7FBADFA4693B9EEC507D9D37443","Internal Medicine-Adult Cardiology- Heart Failure","37"
"72DA7FD6D1302C0A159F6436D01E9EB0","Medical acupuncture","42"
"6E0721B2C6977135B916EF286BCB49EC","General Practice","36"
"FC8001F834F6A5F0561080D134D53D29","",""
"4B04A686B0AD13DCE35FA99FA4161C65","Anesthesiology","53"
"61B4A64BE663682E8CB037D9719AD8CD","Family Medicine","54"
"3621F1454CACF995530EA53652DDF8FB","Psychiatry","44"
"C15DA1F2B5E5ED6E6837A3802F0D1593","Family Medicine","63"
"68053AF2923E00204C3CA7C6A3150CF7","Psychiatry","47"
"2DACE78F80BC92E6D7493423D729448E","Pediatrics","40"
"DF7F28AC89CA37BF1ABD2F6C184FE1CF","General Orthopedids","68"
"96EA64F3A1AA2FD00C72FAACF0CB8AC9","Pediatrics","43"
"DA8CE53CF0240070CE6C69C48CD588EE","General Practitioner","39"
"82489C9737CC245530C7A6EBEF3753EC","",""
"7C590F01490190DB0ED02A5070E20F01","Neurosurgery","44"
"35CF8659CFCB13224CBD47863A34FC58","General pediatrics","60"
"BEB22FB694D513EDCF5533CF006DFEAE","Pediatrics","44"
"9E3CFC48ECCF81A0D57663E129AEF3CB","Urology","54"
"28267AB848BCF807B2ED53C3A8F8FC8A","Internal Medicine","49"
"7A53928FA4DD31E82C6EF826F341DAEC","Orthopedic Surgery","49"
"1905AEDAB9BF2477EDC068A355BBA31A","Obstetrician-Gynecologist","43"
"1141938BA2C2B13F5505D7C424EBAE5F","Family Medicine","66"
"1AA48FC4880BB0C9B8A3BF979D3B917E","Obstetrics and Gynecology","45"
"DC5689792E08EB2E219DCE49E64C885B","General practice","34"
"846C260D715E5B854FFAD5F70A516C88","Ophthalmology","53"
"D58072BE2820E8682C0A27C0518E805E","",""
"6E7B33FDEA3ADC80EBD648FFFB665BB8","Pediatrics","38"
"A8ECBABAE151ABACBA7DBDE04F761C37","Internal  Medicine","59"
"32B30A250ABD6331E03A2A1F16466346","",""
"B6EDC1CD1F36E45DAF6D7824D7BB2283","Internal medicine","72"
"670E8A43B246801CA1EACA97B3E19189","",""
"81E74D678581A3BB7A720B019F4F1A93","Dermatology","57"
"E0CF1F47118DAEBC5B16269099AD7347","Pediatrics","43"
"96B9BFF013ACEDFB1D140579E2FBEB63","","61"
"71AD16AD2C4D81F348082FF6C4B20768","Ophthalmology","64"
"43FA7F58B7EAC7AC872209342E62E8F1","",""
"31839B036F63806CBA3F47B93AF8CCB5","Internal medicine","39"
"F0ADC8838F4BDEDDE4EC2CFAD0515589","General Practitioner","46"
"3B5DCA501EE1E6D8CD7B905F4E1BF723","Pediatrics","49"
"E2A2DCC36A08A345332C751B2F2E476C","Internal Medicine- Hematology","38"
"4558DBB6F6F8BB2E16D03B85BDE76E2C","Obsteitrics and Gynecology","52"
"AFDA332245E2AF431FB7B672A68B659D","General Surgery","42"
"632CEE946DB83E7A52CE5E8D6F0FED35","",""
"677E09724F0E2DF9B6C000B75B5DA10D","Obstetrics and Gynecology","42"
"D554F7BB7BE44A7267068A7DF88DDD20","","48"
"795C7A7A5EC6B460EC00C5841019B9E9","Ophthalmology","63"
"FA3A3C407F82377F55C19C5D403335C7","Surgery","54"
"C2626D850C80EA07E7511BBAE4C76F4B","Obstetrics & Gynecology","51"
"CE78D1DA254C0843EB23951AE077FF5F","Pediatrics","51"
"8E82AB7243B7C66D768F1B8CE1C967EB","OBSTETRICS AND GYNECOLOGY","46"
"E0EC453E28E061CC58AC43F91DC2F3F0","Internal Medicine","66"
"7250EB93B3C18CC9DAA29CF58AF7A004","Internal Medicine","48"
"013A006F03DBC5392EFFEB8F18FDA755","Neurology","52"
"301AD0E3BD5CB1627A2044908A42FDC2","Family medicine","50"
"4D5B995358E7798BC7E9D9DB83C612A5","Internal medicine","52"
"AB88B15733F543179858600245108DD8","",""
"B0B183C207F46F0CCA7DC63B2604F5CC","Internal medicine","53"
"F9028FAEC74BE6EC9B852B0A542E2F39","Internal medicine","43"
"8F7D807E1F53EFF5F9EFBE5CB81090FB","",""
"FA83A11A198D5A7F0BF77A1987BCD006","Family medicine","41"
"02A32AD2669E6FE298E607FE7CC0E1A0","Internal Medicine, Nephrology, Kidney Diseases, Dialysis, And Transplantation","47"
"FC3CF452D3DA8402BEBB765225CE8C0E","Neurology","47"
"3D8E28CAF901313A554CEBC7D32E67E5","Internal Medicine","62"
"E97EE2054DEFB209C35FE4DC94599061","","59"
"B86E8D03FE992D1B0E19656875EE557C","Pediatrics","54"
"84F7E69969DEA92A925508F7C1F9579A","",""
"F4552671F8909587CF485EA990207F3B","",""
"362E80D4DF43B03AE6D3F8540CD63626","",""
"FE8C15FED5F808006CE95EDDB7366E35","Pain and Anesthesia","61"
"1EFA39BCAEC6F3900149160693694536","",""
"92FB0C6D1758261F10D052E6E2C1123C","Surgery","55"
"22AC3C5A5BF0B520D281C122D1490650","Genitourinary and Reproductive Medicine","73"
"AFF1621254F7C1BE92F64550478C56E6","Family Medicine","31"
"F7E9050C92A851B0016442AB604B0488","",""
"ADDFA9B7E234254D26E9C7F2AF1005CB","Urology","53"
"8C235F89A8143A28A1D6067E959DD858","ophthalmology/ otorhinolaryngology",""
"847CC55B7032108EEE6DD897F3BCA8A5","General Medicine","50"
"A67F096809415CA1C9F112D96D27689B","Obstetrics and Gynecology","48"
"2A084E55C87B1EBCDAAD1F62FDBBAC8E","General medicine","56"
"FC49306D97602C8ED1BE1DFBF0835EAD","Obstetrics and Gynecology","49"
"F9A40A4780F5E1306C46F1C8DAECEE3B","Pediatrics","45"
"5EC91AAC30EAE62F4140325D09B9AFD0","dentistry","50"
